n_node,n_hop,total,bad,loop,no_path
100,2,9900,9125,0,9125
100,2,9900,9426,0,9426
100,2,9900,9454,0,9454
100,2,9900,9464,0,9464
100,2,9900,9394,0,9394
100,2,9900,9440,0,9440
100,2,9900,9402,0,9402
100,2,9900,9268,0,9268
100,2,9900,9491,0,9491
100,2,9900,9421,0,9421
100,2,9900,9420,0,9420
