n_node,n_hop,total,bad,loop,no_path
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
250,4,62250,0,0,0
