n_node,n_hop,total,bad,loop,no_path
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
