n_node,n_hop,total,bad,loop,no_path
5000,2,24995000,1316401,1302083,14318
5000,2,24995000,1586250,1564030,22220
5000,2,24995000,1499956,1482907,17049
5000,2,24995000,1680924,1653829,27095
5000,2,24995000,1518348,1496207,22141
5000,2,24995000,1551550,1525729,25821
5000,2,24995000,1469629,1456643,12986
5000,2,24995000,1594310,1576980,17330
5000,2,24995000,1810197,1782007,28190
5000,2,24995000,1782442,1762661,19781
5000,2,24995000,1802742,1765700,37042
