n_node,n_hop,total,bad,loop,no_path
1000,2,999000,7,3,4
1000,2,999000,1284,1278,6
1000,2,999000,881,415,466
1000,2,999000,0,0,0
1000,2,999000,2959,2157,802
1000,2,999000,51,50,1
1000,2,999000,3479,2927,552
1000,2,999000,1,1,0
1000,2,999000,242,242,0
1000,2,999000,318,314,4
1000,2,999000,111,111,0
