n_node,n_hop,total,bad,loop,no_path
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
500,4,249500,0,0,0
