n_node,n_hop,total,bad,loop,no_path
500,2,249500,4332,1426,2906
500,2,249500,2973,454,2519
500,2,249500,3892,2882,1010
500,2,249500,896,497,399
500,2,249500,10009,2369,7640
500,2,249500,5184,710,4474
500,2,249500,8635,866,7769
500,2,249500,542,334,208
500,2,249500,9103,1336,7767
500,2,249500,7135,635,6500
500,2,249500,11190,859,10331
