n_node,n_hop,total,bad,loop,no_path
100,4,9900,1654,0,1654
100,4,9900,1502,0,1502
100,4,9900,307,0,307
100,4,9900,338,0,338
100,4,9900,310,0,310
100,4,9900,210,11,199
100,4,9900,198,11,187
100,4,9900,192,0,192
100,4,9900,252,0,252
100,4,9900,235,4,231
100,4,9900,385,0,385
