n_node,n_hop,total,bad,loop,no_path
250,2,62250,34145,533,33612
250,2,62250,37311,890,36421
250,2,62250,34436,1316,33120
250,2,62250,40372,138,40234
250,2,62250,35265,266,34999
250,2,62250,32555,1084,31471
250,2,62250,30234,88,30146
250,2,62250,39931,242,39689
250,2,62250,23511,1109,22402
250,2,62250,35376,439,34937
250,2,62250,31776,123,31653
