n_node,n_hop,total,bad,loop,no_path
2000,2,3998000,9908,9904,4
2000,2,3998000,4988,4518,470
2000,2,3998000,11112,10981,131
2000,2,3998000,9915,9794,121
2000,2,3998000,7394,7234,160
2000,2,3998000,6818,6803,15
2000,2,3998000,9792,9251,541
2000,2,3998000,12570,12496,74
2000,2,3998000,4149,4127,22
2000,2,3998000,7938,7251,687
2000,2,3998000,10735,10730,5
