n_node,n_hop,total,bad,loop,no_path
250,2,62250,31293,2230,29063
250,2,62250,32499,1230,31269
250,2,62250,28043,2946,25097
250,2,62250,39768,1471,38297
250,2,62250,32003,1310,30693
250,2,62250,29541,2245,27296
250,2,62250,28248,1405,26843
250,2,62250,39526,908,38618
250,2,62250,21203,3007,18196
250,2,62250,33419,1725,31694
250,2,62250,30290,1869,28421
