n_node,n_hop,total,bad,loop,no_path
100,4,9900,9124,0,9124
100,4,9900,9426,0,9426
100,4,9900,9448,0,9448
100,4,9900,9464,0,9464
100,4,9900,9394,0,9394
100,4,9900,9440,0,9440
100,4,9900,9402,0,9402
100,4,9900,9238,0,9238
100,4,9900,9483,0,9483
100,4,9900,9412,0,9412
100,4,9900,9420,0,9420
